id,split,language,country,category,subcategory,label,image_relpath,image_exists,image_width,image_height,image_format,image_mode,image_is_animated,image_size_bytes,image_error,audio_relpath,audio_exists,audio_duration_sec,audio_sample_rate,audio_channels,audio_subtype,audio_size_bytes,audio_error
1d124e66b431940fb6bcf8992e20611f117dc87db5f013160fb59fafb545e25d,train,msa,Algeria,Sports & Recreation,Outdoor Activities,1,images/1d124e66b431940fb6bcf8992e20611f117dc87db5f013160fb59fafb545e25d.jpg,True,1200.0,1200.0,JPEG,RGB,False,283371.0,,audio/msa/1d124e66b431940fb6bcf8992e20611f117dc87db5f013160fb59fafb545e25d.wav,True,12.980291666666666,24000,1,PCM_16,623098,
2c2a8f684780709fe2aa2b52e8a227afa361ea4ac40f06f923c8a362d4fd755d,train,msa,Algeria,Vehicles & Transportation,Air Travel,1,images/2c2a8f684780709fe2aa2b52e8a227afa361ea4ac40f06f923c8a362d4fd755d.jpg,True,1300.0,951.0,JPEG,RGB,False,196538.0,,audio/msa/2c2a8f684780709fe2aa2b52e8a227afa361ea4ac40f06f923c8a362d4fd755d.wav,True,16.841625,24000,1,PCM_16,808442,
3cc050c743f2239648b9d8244ca9ad17833fbe7ab168e5e1210a9bfc8efe85f9,train,msa,Algeria,Food & Cooking,Beverages,0,images/3cc050c743f2239648b9d8244ca9ad17833fbe7ab168e5e1210a9bfc8efe85f9.jpg,True,1480.0,833.0,JPEG,RGB,False,63105.0,,audio/msa/3cc050c743f2239648b9d8244ca9ad17833fbe7ab168e5e1210a9bfc8efe85f9.wav,True,17.204291666666666,24000,1,PCM_16,825850,
4451447a4a3a1acf845f890a95b9eb0a2cff990a5515ac7a212b611e70200fd2,train,msa,Algeria,Food & Cooking,Beverages,1,images/4451447a4a3a1acf845f890a95b9eb0a2cff990a5515ac7a212b611e70200fd2.jpg,True,1320.0,794.0,JPEG,RGB,False,125909.0,,audio/msa/4451447a4a3a1acf845f890a95b9eb0a2cff990a5515ac7a212b611e70200fd2.wav,True,22.270958333333333,24000,1,PCM_16,1069050,
a4dfdf605d22db25ff2635e72a0853b9b34468b88a91bde586cb5a8dddc51852,train,msa,Algeria,Vehicles & Transportation,Public Transport,2,images/a4dfdf605d22db25ff2635e72a0853b9b34468b88a91bde586cb5a8dddc51852.jpg,True,1300.0,956.0,JPEG,RGB,False,152436.0,,audio/msa/a4dfdf605d22db25ff2635e72a0853b9b34468b88a91bde586cb5a8dddc51852.wav,True,15.497625,24000,1,PCM_16,743930,
7c18c0779621276edf6d42a05e82a5da5091531414e7f23d61f75402136de04e,train,msa,Algeria,"Culture, Arts & Entertainment",Film & Animation,1,images/7c18c0779621276edf6d42a05e82a5da5091531414e7f23d61f75402136de04e.jpg,True,1080.0,1054.0,JPEG,RGB,False,149447.0,,audio/msa/7c18c0779621276edf6d42a05e82a5da5091531414e7f23d61f75402136de04e.wav,True,16.510958333333335,24000,1,PCM_16,792570,
9ff52c3acb69b2d7a64f7b8d383e5abd6a485cafaa763b3ed9eeb352b2653c68,train,msa,Algeria,"Objects, Materials & Clothing",Everyday Objects,0,images/9ff52c3acb69b2d7a64f7b8d383e5abd6a485cafaa763b3ed9eeb352b2653c68.jpg,True,900.0,1200.0,JPEG,RGB,False,87497.0,,audio/msa/9ff52c3acb69b2d7a64f7b8d383e5abd6a485cafaa763b3ed9eeb352b2653c68.wav,True,16.841625,24000,1,PCM_16,808442,
cc4530f2f420e952f07a938cc26296b40d4ea5e9b170268bacb0aa245754b4aa,train,msa,Algeria,"History, Geography & National Identity",Geography & Cultural Regions,1,images/cc4530f2f420e952f07a938cc26296b40d4ea5e9b170268bacb0aa245754b4aa.jpg,True,1300.0,950.0,JPEG,RGB,False,184546.0,,audio/msa/cc4530f2f420e952f07a938cc26296b40d4ea5e9b170268bacb0aa245754b4aa.wav,True,14.334958333333333,24000,1,PCM_16,688122,
3f20a9d410a37e4dec66e1175e75e14c092436776aa28dde47feb10d433b9c42,train,msa,Algeria,"People, Society & Education",Social Interaction,0,images/3f20a9d410a37e4dec66e1175e75e14c092436776aa28dde47feb10d433b9c42.jpg,True,1600.0,987.0,JPEG,RGB,False,206384.0,,audio/msa/3f20a9d410a37e4dec66e1175e75e14c092436776aa28dde47feb10d433b9c42.wav,True,19.945625,24000,1,PCM_16,957434,
9dd544acc65da4e1a3e3724cadd50de065e01f77cc3dc5f175460b8cc84f1671,train,msa,Algeria,"History, Geography & National Identity",Geography & Cultural Regions,1,images/9dd544acc65da4e1a3e3724cadd50de065e01f77cc3dc5f175460b8cc84f1671.jpg,True,1300.0,956.0,JPEG,RGB,False,165718.0,,audio/msa/9dd544acc65da4e1a3e3724cadd50de065e01f77cc3dc5f175460b8cc84f1671.wav,True,27.57229166666667,24000,1,PCM_16,1323514,
d6d8204a4a4e1cfa52149c99401825bb93a617234286bbff3f4bc4f053ddb7c5,train,msa,Algeria,"Culture, Arts & Entertainment",Music,2,images/d6d8204a4a4e1cfa52149c99401825bb93a617234286bbff3f4bc4f053ddb7c5.png,True,1200.0,1200.0,PNG,RGB,False,289078.0,,audio/msa/d6d8204a4a4e1cfa52149c99401825bb93a617234286bbff3f4bc4f053ddb7c5.wav,True,19.433625,24000,1,PCM_16,932858,
e93ebd413ed26c67bb9fb537f51670858d290456cb32584003afa32887f2c7d3,train,msa,Algeria,"People, Society & Education",Occupations & Careers,0,images/e93ebd413ed26c67bb9fb537f51670858d290456cb32584003afa32887f2c7d3.jpg,True,1080.0,1426.0,JPEG,RGB,False,85392.0,,audio/msa/e93ebd413ed26c67bb9fb537f51670858d290456cb32584003afa32887f2c7d3.wav,True,17.15095833333333,24000,1,PCM_16,823290,
b213241e5c489269283bcc02e50d1bdd4c28e0812128eb15351327c7f12ef6fd,train,msa,Algeria,"People, Society & Education",Healthcare & Well-being,2,images/b213241e5c489269283bcc02e50d1bdd4c28e0812128eb15351327c7f12ef6fd.jpg,True,1199.0,674.0,JPEG,RGB,False,60305.0,,audio/msa/b213241e5c489269283bcc02e50d1bdd4c28e0812128eb15351327c7f12ef6fd.wav,True,18.740291666666668,24000,1,PCM_16,899578,
e60ef0eda320fa4307fee63a60b6bb0fd3d06f01788788cc5934ad8762abcd5f,train,msa,Algeria,"Culture, Arts & Entertainment",Festivals & Celebrations,1,images/e60ef0eda320fa4307fee63a60b6bb0fd3d06f01788788cc5934ad8762abcd5f.jpg,True,1300.0,955.0,JPEG,RGB,False,139903.0,,audio/msa/e60ef0eda320fa4307fee63a60b6bb0fd3d06f01788788cc5934ad8762abcd5f.wav,True,17.438958333333332,24000,1,PCM_16,837114,
5d32ca8c6aca2e67be0d444ef530574d2f190f246789ac5e2fbaafbe186b422a,train,msa,Algeria,Sports & Recreation,eSports & Gaming,1,images/5d32ca8c6aca2e67be0d444ef530574d2f190f246789ac5e2fbaafbe186b422a.jpg,True,1320.0,743.0,JPEG,RGB,False,152940.0,,audio/msa/5d32ca8c6aca2e67be0d444ef530574d2f190f246789ac5e2fbaafbe186b422a.wav,True,27.145625,24000,1,PCM_16,1303034,
da83bf30951c462ff9babcf3df18d2d1cd0ab62e9cce7a04ec8e4608f16003b4,train,msa,Algeria,"History, Geography & National Identity",Geography & Cultural Regions,1,images/da83bf30951c462ff9babcf3df18d2d1cd0ab62e9cce7a04ec8e4608f16003b4.jpg,True,1200.0,675.0,JPEG,RGB,False,167921.0,,audio/msa/da83bf30951c462ff9babcf3df18d2d1cd0ab62e9cce7a04ec8e4608f16003b4.wav,True,17.726958333333332,24000,1,PCM_16,850938,
c2b8f13005ee7f20786420103e641db3b7fbd2e5d8cf480f5fbb052d4e446212,train,msa,Algeria,"Culture, Arts & Entertainment",Modern Culture & Trends,0,images/c2b8f13005ee7f20786420103e641db3b7fbd2e5d8cf480f5fbb052d4e446212.jpg,True,1280.0,853.0,JPEG,RGB,False,110809.0,,audio/msa/c2b8f13005ee7f20786420103e641db3b7fbd2e5d8cf480f5fbb052d4e446212.wav,True,16.414958333333335,24000,1,PCM_16,787962,
5ee07b9b7f13df9a28eb58652ad592921bb54b9f02ef118216928889d2fc5049,train,msa,Algeria,Religion & Spirituality,Rituals & Ceremonies,2,images/5ee07b9b7f13df9a28eb58652ad592921bb54b9f02ef118216928889d2fc5049.jpg,True,810.0,1080.0,JPEG,RGB,False,96302.0,,audio/msa/5ee07b9b7f13df9a28eb58652ad592921bb54b9f02ef118216928889d2fc5049.wav,True,14.942958333333333,24000,1,PCM_16,717306,
e458e11b75ad9ec36ccdb61c8fb29de87b891df3e35d1edc6881248bded54417,train,msa,Algeria,"Culture, Arts & Entertainment",Film & Animation,2,images/e458e11b75ad9ec36ccdb61c8fb29de87b891df3e35d1edc6881248bded54417.jpg,True,1632.0,1056.0,JPEG,RGB,False,162934.0,,audio/msa/e458e11b75ad9ec36ccdb61c8fb29de87b891df3e35d1edc6881248bded54417.wav,True,12.190958333333333,24000,1,PCM_16,585210,
a30ea7e6dc163470b758a528514e1a719aaa4fcf19c7f52d05b7a489e8661b99,train,msa,Algeria,"People, Society & Education",Healthcare & Well-being,0,images/a30ea7e6dc163470b758a528514e1a719aaa4fcf19c7f52d05b7a489e8661b99.jpg,True,1600.0,869.0,JPEG,RGB,False,100274.0,,audio/msa/a30ea7e6dc163470b758a528514e1a719aaa4fcf19c7f52d05b7a489e8661b99.wav,True,21.673625,24000,1,PCM_16,1040378,
281fb8b5728cb26fc8560f92c4c7c5658c2d4fb4fdb0138dc3aa70a7db88d1ca,train,msa,Algeria,"History, Geography & National Identity",Historical Narratives,2,images/281fb8b5728cb26fc8560f92c4c7c5658c2d4fb4fdb0138dc3aa70a7db88d1ca.jpg,True,1280.0,960.0,JPEG,RGB,False,233391.0,,audio/msa/281fb8b5728cb26fc8560f92c4c7c5658c2d4fb4fdb0138dc3aa70a7db88d1ca.wav,True,17.534958333333332,24000,1,PCM_16,841722,
5f30c0119a838508e7ba4e4730cb941dc0b46b9d707246d542f76091438ee213,train,msa,Algeria,"Objects, Materials & Clothing",Clothing & Fashion,2,images/5f30c0119a838508e7ba4e4730cb941dc0b46b9d707246d542f76091438ee213.jpg,True,866.0,1390.0,JPEG,RGB,False,196062.0,,audio/msa/5f30c0119a838508e7ba4e4730cb941dc0b46b9d707246d542f76091438ee213.wav,True,20.041625,24000,1,PCM_16,962042,
2727c94cd8020f0f10913da03e247d056cee9570a73839b731bc3919a8511075,train,msa,Algeria,Vehicles & Transportation,Air Travel,1,images/2727c94cd8020f0f10913da03e247d056cee9570a73839b731bc3919a8511075.jpg,True,1300.0,960.0,JPEG,RGB,False,152577.0,,audio/msa/2727c94cd8020f0f10913da03e247d056cee9570a73839b731bc3919a8511075.wav,True,15.166958333333334,24000,1,PCM_16,728058,
b8cea5db5c2d681bde996b43a88363c82f4f4e81b6d59582011b9307e6109852,train,msa,Algeria,Vehicles & Transportation,Public Transport,0,images/b8cea5db5c2d681bde996b43a88363c82f4f4e81b6d59582011b9307e6109852.png,True,1280.0,720.0,PNG,RGB,False,885467.0,,audio/msa/b8cea5db5c2d681bde996b43a88363c82f4f4e81b6d59582011b9307e6109852.wav,True,20.222958333333334,24000,1,PCM_16,970746,
a6169463f7300a736facca3ff2617d30d0e3c8dd9d4c5fc0bd358047b9ff36ba,train,msa,Algeria,"People, Society & Education",Healthcare & Well-being,2,images/a6169463f7300a736facca3ff2617d30d0e3c8dd9d4c5fc0bd358047b9ff36ba.jpg,True,1300.0,773.0,JPEG,RGB,False,140318.0,,audio/msa/a6169463f7300a736facca3ff2617d30d0e3c8dd9d4c5fc0bd358047b9ff36ba.wav,True,21.385625,24000,1,PCM_16,1026554,
876e81e7af1cf85550ab4a8c73dd672cb60e4b34333cd45067b98c7b89d9f724,train,msa,Algeria,Vehicles & Transportation,Water Transport,0,images/876e81e7af1cf85550ab4a8c73dd672cb60e4b34333cd45067b98c7b89d9f724.jpg,True,1200.0,795.0,JPEG,RGB,False,258735.0,,audio/msa/876e81e7af1cf85550ab4a8c73dd672cb60e4b34333cd45067b98c7b89d9f724.wav,True,16.137625,24000,1,PCM_16,774650,
52ca2a05c86f4ed39579c53ec232f3804eed685ac4ee9a67b4dbc365099dc4b7,train,msa,Algeria,Vehicles & Transportation,Air Travel,0,images/52ca2a05c86f4ed39579c53ec232f3804eed685ac4ee9a67b4dbc365099dc4b7.jpg,True,1200.0,800.0,JPEG,RGB,False,71482.0,,audio/msa/52ca2a05c86f4ed39579c53ec232f3804eed685ac4ee9a67b4dbc365099dc4b7.wav,True,21.940291666666667,24000,1,PCM_16,1053178,
78e411e09c91cfb9af893370c1b437e5125c5ea67336564e9518208b951d27b0,train,msa,Algeria,Religion & Spirituality,Holy Texts & Scriptures,0,images/78e411e09c91cfb9af893370c1b437e5125c5ea67336564e9518208b951d27b0.jpg,True,976.0,1000.0,JPEG,RGB,False,226730.0,,audio/msa/78e411e09c91cfb9af893370c1b437e5125c5ea67336564e9518208b951d27b0.wav,True,16.084291666666665,24000,1,PCM_16,772090,
914536408bece7a16f2f79bfba715d25e0a677ac0fc464f47395c11a7ec6443b,train,msa,Algeria,"Culture, Arts & Entertainment",Modern Culture & Trends,0,images/914536408bece7a16f2f79bfba715d25e0a677ac0fc464f47395c11a7ec6443b.jpg,True,1155.0,770.0,JPEG,RGB,False,147684.0,,audio/msa/914536408bece7a16f2f79bfba715d25e0a677ac0fc464f47395c11a7ec6443b.wav,True,20.830958333333335,24000,1,PCM_16,999930,
2f1873537191e536cd45682c189341047747f2aa3f1b1d1beb8bcf65e984a080,train,msa,Algeria,Religion & Spirituality,Spiritual Practices,0,images/2f1873537191e536cd45682c189341047747f2aa3f1b1d1beb8bcf65e984a080.jpg,True,1300.0,1359.0,JPEG,RGB,False,398947.0,,audio/msa/2f1873537191e536cd45682c189341047747f2aa3f1b1d1beb8bcf65e984a080.wav,True,13.588291666666667,24000,1,PCM_16,652282,
881c1f3767dfa17b2dd967531632ab17eeaa49b8fe2a0dca4a2d762ccdecd4ab,train,msa,Algeria,"Objects, Materials & Clothing",Clothing & Fashion,2,images/881c1f3767dfa17b2dd967531632ab17eeaa49b8fe2a0dca4a2d762ccdecd4ab.jpg,True,1000.0,1000.0,JPEG,RGB,False,154736.0,,audio/msa/881c1f3767dfa17b2dd967531632ab17eeaa49b8fe2a0dca4a2d762ccdecd4ab.wav,True,22.782958333333333,24000,1,PCM_16,1093626,
f171dbe08bf2026627cf9b326233681c4471dcba7c69ebec3fc3ef42f3772896,train,msa,Algeria,Sports & Recreation,eSports & Gaming,0,images/f171dbe08bf2026627cf9b326233681c4471dcba7c69ebec3fc3ef42f3772896.jpg,True,1024.0,768.0,JPEG,RGB,False,104292.0,,audio/msa/f171dbe08bf2026627cf9b326233681c4471dcba7c69ebec3fc3ef42f3772896.wav,True,18.238958333333333,24000,1,PCM_16,875514,
54bd995eb54fe31e2db169091a71558a8dc94ee15fe6363a9561cb68b0affec5,train,msa,Algeria,"People, Society & Education",Social Interaction,1,images/54bd995eb54fe31e2db169091a71558a8dc94ee15fe6363a9561cb68b0affec5.jpg,True,1735.0,976.0,JPEG,RGB,False,356089.0,,audio/msa/54bd995eb54fe31e2db169091a71558a8dc94ee15fe6363a9561cb68b0affec5.wav,True,15.070958333333333,24000,1,PCM_16,723450,
3c9c96021e56a49695a36d572a3b41b0a79fb7d9337dfe8fd214d3a2c8da81f9,train,msa,Algeria,"Culture, Arts & Entertainment",Traditional Arts & Crafts,0,images/3c9c96021e56a49695a36d572a3b41b0a79fb7d9337dfe8fd214d3a2c8da81f9.jpg,True,1366.0,768.0,JPEG,RGB,False,226990.0,,audio/msa/3c9c96021e56a49695a36d572a3b41b0a79fb7d9337dfe8fd214d3a2c8da81f9.wav,True,21.246958333333332,24000,1,PCM_16,1019898,
f1e40ddefd83e36770cd18b64d283e8766075b16e9a1e7fc40dc54118058262b,train,msa,Algeria,Vehicles & Transportation,Water Transport,0,images/f1e40ddefd83e36770cd18b64d283e8766075b16e9a1e7fc40dc54118058262b.jpg,True,1300.0,1009.0,JPEG,RGB,False,117475.0,,audio/msa/f1e40ddefd83e36770cd18b64d283e8766075b16e9a1e7fc40dc54118058262b.wav,True,14.516291666666667,24000,1,PCM_16,696826,
b6d3573f3f803d31fc1959ec1711fede83b1fe6bca873fd273d2532db0737e63,train,msa,Algeria,Religion & Spirituality,Spiritual Practices,1,images/b6d3573f3f803d31fc1959ec1711fede83b1fe6bca873fd273d2532db0737e63.jpg,True,961.0,1282.0,JPEG,RGB,False,336112.0,,audio/msa/b6d3573f3f803d31fc1959ec1711fede83b1fe6bca873fd273d2532db0737e63.wav,True,15.732291666666667,24000,1,PCM_16,755194,
d22c3a5628771675872608a25f3ab1c1c8fab529101423f792060e287b99a549,train,msa,Algeria,Sports & Recreation,Outdoor Activities,1,images/d22c3a5628771675872608a25f3ab1c1c8fab529101423f792060e287b99a549.jpg,True,1200.0,674.0,JPEG,RGB,False,67294.0,,audio/msa/d22c3a5628771675872608a25f3ab1c1c8fab529101423f792060e287b99a549.wav,True,11.742958333333334,24000,1,PCM_16,563706,
30ee5d9e6f4adcd64311b48df83dc9ce93428ae9963e47e2ad9a0a39a1430c3b,train,msa,Algeria,"People, Society & Education",People & Everyday Life,0,images/30ee5d9e6f4adcd64311b48df83dc9ce93428ae9963e47e2ad9a0a39a1430c3b.jpg,True,1536.0,864.0,JPEG,RGB,False,136406.0,,audio/msa/30ee5d9e6f4adcd64311b48df83dc9ce93428ae9963e47e2ad9a0a39a1430c3b.wav,True,18.473625,24000,1,PCM_16,886778,
8d0b29e7b8a2ee8e239c51ed9b3d7d2d2789e1b482effd12530634836dae1099,train,msa,Algeria,Sports & Recreation,eSports & Gaming,0,images/8d0b29e7b8a2ee8e239c51ed9b3d7d2d2789e1b482effd12530634836dae1099.png,True,1024.0,1024.0,PNG,RGB,False,372622.0,,audio/msa/8d0b29e7b8a2ee8e239c51ed9b3d7d2d2789e1b482effd12530634836dae1099.wav,True,16.692291666666666,24000,1,PCM_16,801274,
6ddd728f02b5e11ccb69418979353120c23000ae5c4f2a4cfe9b895dcf77efdb,train,msa,Algeria,"Culture, Arts & Entertainment",Music,2,images/6ddd728f02b5e11ccb69418979353120c23000ae5c4f2a4cfe9b895dcf77efdb.jpg,True,1368.0,911.0,JPEG,RGB,False,164393.0,,audio/msa/6ddd728f02b5e11ccb69418979353120c23000ae5c4f2a4cfe9b895dcf77efdb.wav,True,16.244291666666665,24000,1,PCM_16,779770,
b2dd43cdbaa5b30b308118cf13c24a29fd8abaf060ac687b91309a13e2e9c71f,train,msa,Algeria,"Culture, Arts & Entertainment",Film & Animation,2,images/b2dd43cdbaa5b30b308118cf13c24a29fd8abaf060ac687b91309a13e2e9c71f.png,True,1825.0,913.0,PNG,RGB,False,3051922.0,,audio/msa/b2dd43cdbaa5b30b308118cf13c24a29fd8abaf060ac687b91309a13e2e9c71f.wav,True,17.758958333333332,24000,1,PCM_16,852474,
024f424e6de3706b39c834fd6988cf143ba15739a683fe73ac796a6679c0f8d3,train,msa,Algeria,Religion & Spirituality,Places of Worship,0,images/024f424e6de3706b39c834fd6988cf143ba15739a683fe73ac796a6679c0f8d3.jpg,True,1501.0,1000.0,JPEG,RGB,False,237682.0,,audio/msa/024f424e6de3706b39c834fd6988cf143ba15739a683fe73ac796a6679c0f8d3.wav,True,13.822958333333334,24000,1,PCM_16,663546,
6a502de8bd454d539610f0ce549fc76b8984514cf4fff64c9e544b15e56d7de8,train,msa,Algeria,Food & Cooking,Cooking & Eating Customs,0,images/6a502de8bd454d539610f0ce549fc76b8984514cf4fff64c9e544b15e56d7de8.jpg,True,1200.0,800.0,JPEG,RGB,False,92149.0,,audio/msa/6a502de8bd454d539610f0ce549fc76b8984514cf4fff64c9e544b15e56d7de8.wav,True,16.606958333333335,24000,1,PCM_16,797178,
24b743c50ac719e1c5b97cbe88e9d5de7dfa875afe5e8bcd4c90ed461000de41,train,msa,Algeria,"Objects, Materials & Clothing",Everyday Objects,1,images/24b743c50ac719e1c5b97cbe88e9d5de7dfa875afe5e8bcd4c90ed461000de41.jpg,True,950.0,1266.0,JPEG,RGB,False,117992.0,,audio/msa/24b743c50ac719e1c5b97cbe88e9d5de7dfa875afe5e8bcd4c90ed461000de41.wav,True,16.884291666666666,24000,1,PCM_16,810490,
6da4f5ce2500d6f8b50676a97a0e37d25dee8bb91eb2994c930f71afed140755,train,msa,Algeria,Vehicles & Transportation,Air Travel,2,images/6da4f5ce2500d6f8b50676a97a0e37d25dee8bb91eb2994c930f71afed140755.jpg,True,1200.0,800.0,JPEG,RGB,False,57150.0,,audio/msa/6da4f5ce2500d6f8b50676a97a0e37d25dee8bb91eb2994c930f71afed140755.wav,True,14.462958333333333,24000,1,PCM_16,694266,
213a6133232c878fed8f86179a174d94b821299ae28c881b512cbba521e06c63,train,msa,Algeria,"People, Society & Education",Occupations & Careers,2,images/213a6133232c878fed8f86179a174d94b821299ae28c881b512cbba521e06c63.jpg,True,800.0,1201.0,JPEG,RGB,False,123912.0,,audio/msa/213a6133232c878fed8f86179a174d94b821299ae28c881b512cbba521e06c63.wav,True,18.740291666666668,24000,1,PCM_16,899578,
714c3d84fb6066d8a8de00eab72d636e7f911b0a7d10cf4e17723d8a7b122a82,train,msa,Algeria,"Culture, Arts & Entertainment",Heritage & History,0,images/714c3d84fb6066d8a8de00eab72d636e7f911b0a7d10cf4e17723d8a7b122a82.jpg,True,1300.0,956.0,JPEG,RGB,False,211332.0,,audio/msa/714c3d84fb6066d8a8de00eab72d636e7f911b0a7d10cf4e17723d8a7b122a82.wav,True,15.860291666666667,24000,1,PCM_16,761338,
05c1ff191b025c6194260c37dff85d68f2d0febbdc061585e442ea5f85e5f294,train,msa,Algeria,Vehicles & Transportation,Air Travel,0,images/05c1ff191b025c6194260c37dff85d68f2d0febbdc061585e442ea5f85e5f294.jpg,True,1393.0,753.0,JPEG,RGB,False,89595.0,,audio/msa/05c1ff191b025c6194260c37dff85d68f2d0febbdc061585e442ea5f85e5f294.wav,True,22.729625,24000,1,PCM_16,1091066,
1142b36ffe965b1cdfef5a8816cfa8947b6fdb119d2b0610ef2d63b54eebfa28,train,msa,Algeria,Religion & Spirituality,Holy Texts & Scriptures,1,images/1142b36ffe965b1cdfef5a8816cfa8947b6fdb119d2b0610ef2d63b54eebfa28.jpg,True,1024.0,768.0,JPEG,RGB,False,176502.0,,audio/msa/1142b36ffe965b1cdfef5a8816cfa8947b6fdb119d2b0610ef2d63b54eebfa28.wav,True,17.05495833333333,24000,1,PCM_16,818682,
4380e8f799f007792e22a10bbfe75f76eb9ac918a7584d4a37723c9fb71bd290,train,msa,Algeria,Food & Cooking,Cooking & Eating Customs,1,images/4380e8f799f007792e22a10bbfe75f76eb9ac918a7584d4a37723c9fb71bd290.png,True,900.0,900.0,PNG,RGB,False,1512914.0,,audio/msa/4380e8f799f007792e22a10bbfe75f76eb9ac918a7584d4a37723c9fb71bd290.wav,True,19.518958333333334,24000,1,PCM_16,936954,
